name,url,summary
VMBO,https://minoren-han.nl/en/494-vmbo,"The VMBO minor aims to equip students with skills in creating effective learning environments for 10-14 year olds, focusing on adolescent psychology, pedagogy, and integrating various subjects through project-based learning. It emphasizes group management and support for diverse learners.

**Summary:** The VMBO minor prepares students to create effective learning environments for 10-14 year olds by developing skills in pedagogy, adolescent psychology, and integrating subjects through project-based learning, with an emphasis on group dynamics and supporting diverse learners."
Voedings- en Beweegcoach (deeltijd),https://minoren-han.nl/en/529-voedings-en-beweegcoach-deeltijd,"**Summary:**  
This part-time program equips students with skills in nutrition, movement, and lifestyle coaching. It focuses on developing expertise in motivating clients toward healthier lifestyles through dietary advice and physical activity. Key domains include nutrition science, sports physiology, and behavioral change techniques."
Voedings- en Beweegcoach (voltijd),https://minoren-han.nl/en/606-voedings-en-beweegcoach-voltijd,"**Summary:** This program aims to train students in becoming leefstijlcoaches who can create personalized nutrition and exercise plans using motivational techniques. Key domains include nutrition and physical activity, with an emphasis on behavior change theories and practical tools for lifestyle improvement."
Voetbalbusiness,https://minoren-han.nl/en/519-voetbalbusiness,"**Program Summary:**  
The Voetbalbusiness minor is a full-time, Dutch-language program located in Nijmegen, focusing on the economic aspects of football. It explores topics such as marketing, finance, competition, and sustainability within the sport industry. Designed for students with an interest in sports or commerce, the program combines theoretical knowledge with practical tasks, including exam assessments. Registration is competitive, requiring high academic performance for entry. The course leverages guest lectures and excursions to provide hands-on learning opportunities, available both on-campus and online."
Voetbalbusiness (online),https://minoren-han.nl/en/530-voetbalbusiness-online,"The Voetbalbusiness minor is an online program offered by HAN in Nijmegen, Netherlands, focusing on the economic and commercial aspects of soccer. It combines digital learning with optional physical meetings, emphasizing skills like business strategy, marketing, finance, and sustainability. Designed for students interested in sports management or business, it covers topics such as club operations, international markets, and competitive analysis."
Vrije Schoolonderwijs,https://minoren-han.nl/en/641-vrije-schoolonderwijs,"This minor focuses on developing teaching skills for a free school approach, emphasizing creativity, artistry, and personal growth. Students gain expertise in areas like storytelling, textile crafts, music, and designing age-appropriate lesson plans. The program integrates outdoor education and sustainability while fostering a deep understanding of child development and anthroposophical pedagogy."
Werken in gedwongen kader (deeltijd),https://minoren-han.nl/en/55-werken-in-gedwongen-kader-deeltijd,"**Program Summary: Werken in gedwongen kader (deeltijd)**  
This part-time program by Hogeschool van Arnhem en Nijmegen focuses on enhancing skills for working with clients facing complex issues. It emphasizes managing challenging behaviors, applying ethical practices, integrating legal and psychological knowledge, and developing critical thinking and communication skills. The program leverages technologies related to forensics, mental health, conflict resolution, and de-escalation, combining theory with practical case studies and group activities led by experienced professionals. Designed for students with relevant work experience in fields like Social Work, Pedagogiek, or Vaktherapie, the program aims to deepen their ability to work within constrained settings."
Werken in gedwongen kader (voltijd),https://minoren-han.nl/en/56-werken-in-gedwongen-kader-voltijd,"The minor ""Werken in gedwongen kader"" is a full-time program offered by Hogeschool van Arnhem en Nijmegen, designed to deepen students' understanding of working within constrained settings. It focuses on developing skills related to forensic social work, psychopathology, conflict resolution, and legal frameworks, preparing students for roles in justice, child protection, and related sectors through practical case studies and integrative tasks."
"Zingevingsgericht werken in social work, zorg en
                          welzijn (deeltijd)",https://minoren-han.nl/en/342-zingevingsgericht-werken-in-social-work-zorg-en-welzijn-deeltijd,"The minor ""Zingeving in sociaal werk, zorg en welzijn"" focuses on developing skills in understanding personal meaning's impact on well-being. Students learn to facilitate discussions and rituals, exploring theoretical aspects like spirituality and positive psychology, with an emphasis on social work practices involving reflective exercises and co-creation.

**Key domains:** Social work, Personal growth, Spirituality, Positive psychology, Rituals, Client support"
"Zingevingsgericht werken in social work, zorg en
                          welzijn (voltijd)",https://minoren-han.nl/en/343-zingevingsgericht-werken-in-social-work-zorg-en-welzijn-voltijd,"The minor ""Zingeving in Social Work, Zorg en Welzijn"" at HAN in Nijmegen focuses on developing skills in facilitating meaningful discussions and co-creating rituals to support clients' well-being. It equips students with tools to reflect on their own zingeving (personal meaning) and engage in discussions about its sources, analyzing zingeving issues while contributing to professional development in this field."
